model,accuracy,precision_macro,recall_macro,f1_macro,roc_auc_ovr_macro
XGBoost,0.9001947419668939,0.3000649139889646,0.3333333333333333,0.31582543342727815,0.5054537533833413
LightGBM,0.9001947419668939,0.3000649139889646,0.3333333333333333,0.31582543342727815,0.4956411153269131
